AvgUnitsShipped,StdUnitsShipped,MinUnitsShipped,MaxUnitsShipped,AvgNetAmount,StdNetAmount,MinNetAmount,MaxNetAmount,NumberOfTransactions,NumberOfTransactionDays,GLCategory
2.331464,2.94313088181111,0.0,55.0,16.445930999999998,19.247385953292998,0.0,371.8,3925,292,Packaged Grocery
1.2479209999999998,1.07208478509825,0.0,20.0,20.941437,16.2291848075395,0.0,305.2,2045,278,Packaged Grocery
2.312775,1.46763452978493,0.0,7.0,12.711364999999999,7.9791618753459,0.0,39.69,227,152,Vitamins
1.017391,0.16075034816144199,0.0,3.0,38.974869,7.3147534521499,0.0,105.99,460,208,Packaged Grocery
0.9475889999999999,1.02867472815827,0.0,10.0,21.738448,30.3044764440206,0.0,284.5,477,154,Packaged Grocery
1.016574,0.127788662662021,1.0,2.0,23.635119,4.057208419704581,0.0,50.8,543,230,Packaged Grocery
1.01,0.157994955663266,1.0,4.0,22.18405,3.25922920873755,18.71,74.84,400,204,Packaged Grocery
3.038291,1.49384401409242,1.0,8.0,12.35162,6.0506188544707005,0.0,28.42,679,245,Packaged Grocery
0.973816,0.328914445321617,0.0,4.0,13.573615,4.8068385552478,0.0,60.4,993,256,Packaged Grocery
3.65564,2.92988089009627,0.0,36.0,10.417760000000001,8.25732786092713,0.0,88.56,1179,255,Body Care
1.024725,0.281561332256825,1.0,6.0,18.339945,4.630291567166379,0.0,94.14,364,196,Packaged Grocery
1.0813,0.8157616971118121,0.0,6.0,28.984552,22.1656303602137,0.0,162.12,123,85,Packaged Grocery
0.9034479999999999,0.34001915654845605,0.0,2.0,93.564068,49.5612664130713,0.0,329.26,145,105,Frozen
1.2063030000000001,1.67052381127532,0.0,14.0,39.275529999999996,56.14974260252911,0.0,501.2,349,173,Packaged Grocery
1.9404759999999999,1.6083456326688799,0.0,12.0,8.518214,7.04521800747185,0.0,52.68,84,66,Body Care
1.006959,0.222620526257177,0.0,3.0,21.833683999999998,4.902641749585269,0.0,63.93,2299,291,Refrigerated Grocery
2.403225,2.16810327284073,0.0,24.0,17.738189000000002,15.6265347036239,0.0,154.32,558,222,Vitamins
1.262463,0.7052723285540571,0.0,12.0,21.668506,12.051423067734802,0.0,189.48,4774,290,Refrigerated Grocery
1.257444,0.970758267484241,1.0,20.0,18.543318,13.1010907981689,0.0,260.2,1612,277,Packaged Grocery
0.9851479999999999,0.15701578880197598,0.0,2.0,30.748019,5.3414268538871905,0.0,67.84,202,133,Packaged Grocery
1.133469,0.7491180934154879,0.0,20.0,10.513749,6.279218106004599,0.0,149.6,1963,284,Packaged Grocery
1.1133600000000001,0.671201782665655,0.0,5.0,32.910607,9.34856834587562,0.0,40.16,247,155,Packaged Tea
1.244122,0.960809801395951,0.0,12.0,80.57113000000001,62.6084250983175,0.0,852.0,1106,262,Packaged Grocery
1.0067110000000001,0.518955754071773,0.0,4.0,19.879898999999998,10.2678286593143,0.0,79.84,298,178,Refrigerated Grocery
3.061224,2.40145930690509,0.0,9.0,19.704897,15.5317984473854,0.0,58.32,49,42,Body Care
2.171597,1.4433101816549,0.0,12.0,9.623629,6.223267783227309,0.0,49.44,507,220,Body Care
0.965517,0.18291669761292897,0.0,1.0,29.819507,6.116324994578361,0.0,35.73,203,141,Frozen
0.939024,0.26434597963176704,0.0,2.0,31.893658000000002,9.558939992083689,0.0,58.48,164,125,Packaged Grocery
1.0,0.0,1.0,1.0,39.13,7.155972592876519,0.0,41.98,33,30,Frozen
1.8427229999999999,1.44585610000325,0.0,12.0,30.350609999999996,23.529786951427397,0.0,195.12,426,200,Vitamins
3.190428,2.0688325161050702,0.0,18.0,4.31,2.73376890302923,0.0,26.1,1003,256,Vitamins
0.842368,0.7672380016239829,0.0,20.0,24.13668,22.415637979632397,0.0,584.0,1199,274,Packaged Grocery
1.341487,1.08223158793587,0.0,12.0,25.921722,19.914514272661602,0.0,223.08,1022,237,Packaged Grocery
1.802325,1.3959585990983798,1.0,10.0,91.97360400000001,70.05298935407289,47.86,504.0,86,65,Meat
0.969418,0.18939838237632398,0.0,2.0,22.498654000000002,5.12620867326059,0.0,44.04,327,184,Packaged Grocery
1.033768,0.29396672383002603,0.0,4.0,16.568825,4.75548184796654,0.0,64.2,1303,275,Packaged Tea
1.0125979999999999,0.202115049062293,0.0,4.0,28.853606,5.87895887711634,0.0,105.6,635,226,Frozen
1.423728,1.55142641112097,0.0,7.0,28.953559000000002,11.503129455818401,0.0,37.41,236,157,Packaged Grocery
1.0526309999999999,1.25954998527789,0.0,6.0,5.728244999999999,6.866186070365571,0.0,33.06,57,47,Vitamins
1.018348,0.209237559198078,0.0,2.0,33.798532,7.49049807718267,0.0,72.18,545,233,Packaged Grocery
0.329434,0.717152485613647,0.0,6.0,10.42343,22.8352447299893,0.0,192.36,513,191,Frozen
1.901032,7.52745213197963,0.0,245.0,16.334771,60.0819744611994,0.0,1859.55,3001,276,Packaged Grocery
4.710526,3.97225441291345,0.0,18.0,49.648947,41.8675615121078,0.0,189.72,38,5,Packaged Tea
1.0413219999999999,0.41488636868640205,0.0,7.0,22.284694000000002,8.91298166531684,0.0,162.26,605,240,Refrigerated Grocery
0.026314999999999998,0.162221421130763,0.0,1.0,0.373947,2.30516639426814,0.0,14.21,38,37,Packaged Grocery
1.075438,0.955748623434332,0.0,18.0,121.72973600000002,108.497240113438,0.0,2050.02,570,204,Packaged Grocery
1.2926819999999999,0.980915450969766,0.0,4.0,14.795121,11.8776565706269,0.0,50.76,41,35,Body Care
0.555555,0.52704627669473,0.0,1.0,9.301111,8.89500062457059,0.0,18.04,9,8,Refrigerated Grocery
0.818,0.407823752956655,0.0,3.0,19.136533,9.64530280981804,0.0,71.64,1500,284,Packaged Grocery
